Entity,Code,Day,new_vaccinations_smoothed
Maldives,MDV,2021-07-10,5299
Maldives,MDV,2021-07-11,6024
Maldives,MDV,2021-07-12,6345
Maldives,MDV,2021-07-13,6078
Maldives,MDV,2021-07-14,5767
Maldives,MDV,2021-07-15,5419
Maldives,MDV,2021-07-16,5335
Maldives,MDV,2021-07-17,4653
Maldives,MDV,2021-07-18,3658
Maldives,MDV,2021-07-19,2700
Maldives,MDV,2021-07-20,2058
Maldives,MDV,2021-07-21,1426
Maldives,MDV,2021-07-22,856
Maldives,MDV,2021-07-23,799
Maldives,MDV,2021-07-24,434
Maldives,MDV,2021-07-25,388
Maldives,MDV,2021-07-26,341
Maldives,MDV,2021-07-27,384
Maldives,MDV,2021-07-28,484
Maldives,MDV,2021-07-29,563
Maldives,MDV,2021-07-30,664
Maldives,MDV,2021-07-31,1230
Maldives,MDV,2021-08-01,1776
Maldives,MDV,2021-08-02,2425
Maldives,MDV,2021-08-03,3022
Maldives,MDV,2021-08-04,3324
Maldives,MDV,2021-08-05,3475
Maldives,MDV,2021-08-06,3626
Maldives,MDV,2021-08-07,3411
Maldives,MDV,2021-08-08,3209
Maldives,MDV,2021-08-09,2915
Maldives,MDV,2021-08-10,3844
Maldives,MDV,2021-08-11,3712
Maldives,MDV,2021-08-12,3804
Maldives,MDV,2021-08-13,3586
Maldives,MDV,2021-08-14,3444
Maldives,MDV,2021-08-15,3918
Maldives,MDV,2021-08-16,4325
Maldives,MDV,2021-08-17,3167
Maldives,MDV,2021-08-18,3327
Maldives,MDV,2021-08-19,3682
Maldives,MDV,2021-08-20,3730
Maldives,MDV,2021-08-21,4041
Maldives,MDV,2021-08-22,3908
Maldives,MDV,2021-08-23,3715
Maldives,MDV,2021-08-24,3703
Maldives,MDV,2021-08-25,3407
Maldives,MDV,2021-08-26,2919
Maldives,MDV,2021-08-27,2832
Maldives,MDV,2021-08-28,2425
Maldives,MDV,2021-08-29,1797
Maldives,MDV,2021-08-30,1301
Maldives,MDV,2021-08-31,1021
Maldives,MDV,2021-09-01,943
Maldives,MDV,2021-09-02,789
Maldives,MDV,2021-09-03,850
Maldives,MDV,2021-09-04,760
Maldives,MDV,2021-09-05,753
Maldives,MDV,2021-09-06,898
Maldives,MDV,2021-09-07,1135
Maldives,MDV,2021-09-08,1448
Maldives,MDV,2021-09-09,1960
Maldives,MDV,2021-09-10,2041
Maldives,MDV,2021-09-11,2619
Maldives,MDV,2021-09-12,2941
Maldives,MDV,2021-09-13,3022
Maldives,MDV,2021-09-14,3010
Maldives,MDV,2021-09-15,3018
Maldives,MDV,2021-09-16,2658
Maldives,MDV,2021-09-17,2521
Maldives,MDV,2021-09-18,2073
Maldives,MDV,2021-09-19,1746
Maldives,MDV,2021-09-20,1492
Maldives,MDV,2021-09-21,1285
Maldives,MDV,2021-09-22,992
Maldives,MDV,2021-09-23,868
Maldives,MDV,2021-09-24,842
Maldives,MDV,2021-09-25,756
Maldives,MDV,2021-09-26,776
Maldives,MDV,2021-09-27,796
Maldives,MDV,2021-09-28,702
Maldives,MDV,2021-09-29,665
Maldives,MDV,2021-09-30,722
Maldives,MDV,2021-10-01,805
Maldives,MDV,2021-10-02,794
Maldives,MDV,2021-10-03,790
Maldives,MDV,2021-10-04,824
Maldives,MDV,2021-10-05,863
Maldives,MDV,2021-10-06,928
Maldives,MDV,2021-10-07,828
Maldives,MDV,2021-10-08,809
Maldives,MDV,2021-10-09,834
Maldives,MDV,2021-10-10,846
Maldives,MDV,2021-10-11,841
Maldives,MDV,2021-10-12,879
Maldives,MDV,2021-10-13,846
Maldives,MDV,2021-10-14,966
Maldives,MDV,2021-10-15,919
Maldives,MDV,2021-10-16,828
Maldives,MDV,2021-10-17,768
Maldives,MDV,2021-10-18,709
Maldives,MDV,2021-10-19,624
Maldives,MDV,2021-10-20,580
Maldives,MDV,2021-10-21,481
Maldives,MDV,2021-10-22,495
Maldives,MDV,2021-10-23,509
Maldives,MDV,2021-10-24,510
Maldives,MDV,2021-10-25,509
Maldives,MDV,2021-10-26,511
Maldives,MDV,2021-10-27,542
Maldives,MDV,2021-10-28,547
Maldives,MDV,2021-10-29,521
Maldives,MDV,2021-10-30,495
Maldives,MDV,2021-10-31,498
Maldives,MDV,2021-11-01,484
Maldives,MDV,2021-11-02,490
Maldives,MDV,2021-11-03,407
Maldives,MDV,2021-11-04,324
Maldives,MDV,2021-11-05,327
Maldives,MDV,2021-11-06,331
Maldives,MDV,2021-11-07,296
Maldives,MDV,2021-11-08,259
Maldives,MDV,2021-11-09,235
Maldives,MDV,2021-11-10,280
Maldives,MDV,2021-11-11,269
Maldives,MDV,2021-11-12,258
Maldives,MDV,2021-11-13,248
Maldives,MDV,2021-11-14,233
Maldives,MDV,2021-11-15,242
Maldives,MDV,2021-11-16,984
Maldives,MDV,2021-11-17,987
Maldives,MDV,2021-11-18,1079
Maldives,MDV,2021-11-19,1118
Maldives,MDV,2021-11-20,1157
Maldives,MDV,2021-11-21,1197
Maldives,MDV,2021-11-22,1272
Maldives,MDV,2021-11-23,598
Maldives,MDV,2021-11-24,640
Maldives,MDV,2021-11-25,649
Maldives,MDV,2021-11-26,643
Maldives,MDV,2021-11-27,637
Maldives,MDV,2021-11-28,737
Maldives,MDV,2021-11-29,799
Maldives,MDV,2021-11-30,842
Maldives,MDV,2021-12-01,844
Maldives,MDV,2021-12-02,949
Maldives,MDV,2021-12-03,1000
Maldives,MDV,2021-12-04,1050
Maldives,MDV,2021-12-05,988
Maldives,MDV,2021-12-06,930
Maldives,MDV,2021-12-07,894
Maldives,MDV,2021-12-08,926
Maldives,MDV,2021-12-09,855
Maldives,MDV,2021-12-10,801
Maldives,MDV,2021-12-11,748
Maldives,MDV,2021-12-12,773
Maldives,MDV,2021-12-13,757
Maldives,MDV,2021-12-14,708
Maldives,MDV,2021-12-15,656
Maldives,MDV,2021-12-16,599
Maldives,MDV,2021-12-17,571
Maldives,MDV,2021-12-18,543
Maldives,MDV,2021-12-19,476
Maldives,MDV,2021-12-20,437
Maldives,MDV,2021-12-21,438
Maldives,MDV,2021-12-22,433
Maldives,MDV,2021-12-23,370
Maldives,MDV,2021-12-24,383
Maldives,MDV,2021-12-25,396
Maldives,MDV,2021-12-26,376
Maldives,MDV,2021-12-27,469
Maldives,MDV,2021-12-28,476
Maldives,MDV,2021-12-29,452
Mali,MLI,2021-03-31,214
Mali,MLI,2021-04-01,214
Mali,MLI,2021-04-02,214
Mali,MLI,2021-04-03,800
Mali,MLI,2021-04-04,1152
Mali,MLI,2021-04-05,1386
Mali,MLI,2021-04-06,1554
Mali,MLI,2021-04-07,1889
Mali,MLI,2021-04-08,2223
Mali,MLI,2021-04-09,2558
Mali,MLI,2021-04-10,2558
Mali,MLI,2021-04-11,2558
Mali,MLI,2021-04-12,2558
Mali,MLI,2021-04-13,2453
Mali,MLI,2021-04-14,2348
Mali,MLI,2021-04-15,2242
Mali,MLI,2021-04-16,2137
Mali,MLI,2021-04-17,2032
Mali,MLI,2021-04-18,1927
Mali,MLI,2021-04-19,1821
Mali,MLI,2021-04-20,1821
Mali,MLI,2021-04-21,1821
Mali,MLI,2021-04-22,1821
Mali,MLI,2021-04-23,1821
Mali,MLI,2021-04-24,1821
Mali,MLI,2021-04-25,1821
Mali,MLI,2021-04-26,1820
Mali,MLI,2021-04-27,1818
Mali,MLI,2021-04-28,1816
Mali,MLI,2021-04-29,1814
Mali,MLI,2021-04-30,1813
Mali,MLI,2021-05-01,1811
Mali,MLI,2021-05-02,1809
Mali,MLI,2021-05-03,1809
Mali,MLI,2021-05-04,1809
Mali,MLI,2021-05-05,1809
Mali,MLI,2021-05-06,1809
Mali,MLI,2021-05-07,1809
Mali,MLI,2021-05-08,1809
Mali,MLI,2021-05-09,1809
Mali,MLI,2021-05-10,1809
Mali,MLI,2021-05-11,1809
Mali,MLI,2021-05-12,1809
Mali,MLI,2021-05-13,1809
Mali,MLI,2021-05-14,1809
Mali,MLI,2021-05-15,1617
Mali,MLI,2021-05-16,1425
Mali,MLI,2021-05-17,1233
Mali,MLI,2021-05-18,1040
Mali,MLI,2021-05-19,848
Mali,MLI,2021-05-20,656
Mali,MLI,2021-05-21,464
Mali,MLI,2021-05-22,1043
Mali,MLI,2021-05-23,1623
Mali,MLI,2021-05-24,2203
Mali,MLI,2021-05-25,2783
Mali,MLI,2021-05-26,3363
Mali,MLI,2021-05-27,3780
Mali,MLI,2021-05-28,4197
Mali,MLI,2021-05-29,4033
Mali,MLI,2021-05-30,3870
Mali,MLI,2021-05-31,3707
Mali,MLI,2021-06-01,3514
Mali,MLI,2021-06-02,3321
Mali,MLI,2021-06-03,3292
Mali,MLI,2021-06-04,3262
Mali,MLI,2021-06-05,3233
Mali,MLI,2021-06-06,3203
Mali,MLI,2021-06-07,3174
Mali,MLI,2021-06-08,3174
Mali,MLI,2021-06-09,3056
Mali,MLI,2021-06-10,2938
Mali,MLI,2021-06-11,2702
Mali,MLI,2021-06-12,2466
Mali,MLI,2021-06-13,2230
Mali,MLI,2021-06-14,1994
Mali,MLI,2021-06-15,1846
Mali,MLI,2021-06-16,1816
Mali,MLI,2021-06-17,1786
Mali,MLI,2021-06-18,1873
Mali,MLI,2021-06-19,1961
Mali,MLI,2021-06-20,2049
Mali,MLI,2021-06-21,1960
Mali,MLI,2021-06-22,1783
Mali,MLI,2021-06-23,1606
Mali,MLI,2021-06-24,1429
Mali,MLI,2021-06-25,1263
Mali,MLI,2021-06-26,1096
Mali,MLI,2021-06-27,929
Mali,MLI,2021-06-28,939
Mali,MLI,2021-06-29,950
Mali,MLI,2021-06-30,960
Mali,MLI,2021-07-01,970
Mali,MLI,2021-07-02,970
Mali,MLI,2021-07-03,970
Mali,MLI,2021-07-04,970
Mali,MLI,2021-07-05,970
Mali,MLI,2021-07-06,965
Mali,MLI,2021-07-07,960
Mali,MLI,2021-07-08,956
Mali,MLI,2021-07-09,951
Mali,MLI,2021-07-10,947
Mali,MLI,2021-07-11,942
Mali,MLI,2021-07-12,937
Mali,MLI,2021-07-13,866
Mali,MLI,2021-07-14,795
Mali,MLI,2021-07-15,725
Mali,MLI,2021-07-16,654
Mali,MLI,2021-07-17,583
Mali,MLI,2021-07-18,512
Mali,MLI,2021-07-19,441
Mali,MLI,2021-07-20,441
Mali,MLI,2021-07-21,441
Mali,MLI,2021-07-22,441
Mali,MLI,2021-07-23,441
Mali,MLI,2021-07-24,441
Mali,MLI,2021-07-25,441
Mali,MLI,2021-07-26,441
Mali,MLI,2021-07-27,441
Mali,MLI,2021-07-28,441
Mali,MLI,2021-07-29,441
Mali,MLI,2021-07-30,441
Mali,MLI,2021-07-31,441
Mali,MLI,2021-08-01,441
Mali,MLI,2021-08-02,441
Mali,MLI,2021-08-03,441
Mali,MLI,2021-08-04,1644
Mali,MLI,2021-08-05,2846
Mali,MLI,2021-08-06,4049
Mali,MLI,2021-08-07,5252
Mali,MLI,2021-08-08,6454
Mali,MLI,2021-08-09,7657
Mali,MLI,2021-08-10,7870
Mali,MLI,2021-08-11,6881
Mali,MLI,2021-08-12,5892
Mali,MLI,2021-08-13,4903
Mali,MLI,2021-08-14,3914
Mali,MLI,2021-08-15,2924
Mali,MLI,2021-08-16,1935
Mali,MLI,2021-08-17,1935
Mali,MLI,2021-08-18,1935
Mali,MLI,2021-08-19,1935
Mali,MLI,2021-08-20,1935
Mali,MLI,2021-08-21,1935
Mali,MLI,2021-08-22,1935
Mali,MLI,2021-08-23,1935
Mali,MLI,2021-08-24,1935
Mali,MLI,2021-08-25,1935
Mali,MLI,2021-08-26,1935
Mali,MLI,2021-08-27,1935
Mali,MLI,2021-08-28,1935
Mali,MLI,2021-08-29,2393
Mali,MLI,2021-08-30,2852
Mali,MLI,2021-08-31,3310
Mali,MLI,2021-09-01,3768
Mali,MLI,2021-09-02,4266
Mali,MLI,2021-09-03,4763
Mali,MLI,2021-09-04,5261
Mali,MLI,2021-09-05,5300
Mali,MLI,2021-09-06,5339
Mali,MLI,2021-09-07,5143
Mali,MLI,2021-09-08,4947
Mali,MLI,2021-09-09,4711
Mali,MLI,2021-09-10,4475
Mali,MLI,2021-09-11,4240
Mali,MLI,2021-09-12,4004
Mali,MLI,2021-09-13,3768
Mali,MLI,2021-09-14,3750
Mali,MLI,2021-09-15,3732
Mali,MLI,2021-09-16,3714
Mali,MLI,2021-09-17,3696
Mali,MLI,2021-09-18,3678
Mali,MLI,2021-09-19,3661
Mali,MLI,2021-09-20,3643
Mali,MLI,2021-09-21,3253
Mali,MLI,2021-09-22,2863
Mali,MLI,2021-09-23,2548
Mali,MLI,2021-09-24,2233
Mali,MLI,2021-09-25,1919
Mali,MLI,2021-09-26,1604
Mali,MLI,2021-09-27,1289
Mali,MLI,2021-09-28,1463
Mali,MLI,2021-09-29,1636
Mali,MLI,2021-09-30,1735
Mali,MLI,2021-10-01,1833
Mali,MLI,2021-10-02,3374
Mali,MLI,2021-10-03,4916
Mali,MLI,2021-10-04,6457
Mali,MLI,2021-10-05,7900
Mali,MLI,2021-10-06,9343
Mali,MLI,2021-10-07,10786
Mali,MLI,2021-10-08,12229
Mali,MLI,2021-10-09,12229
Mali,MLI,2021-10-10,12229
Mali,MLI,2021-10-11,12229
Mali,MLI,2021-10-12,12229
Mali,MLI,2021-10-13,12229
Mali,MLI,2021-10-14,12229
Mali,MLI,2021-10-15,12229
Mali,MLI,2021-10-16,10488
Mali,MLI,2021-10-17,8746
Mali,MLI,2021-10-18,7004
Mali,MLI,2021-10-19,5263
Mali,MLI,2021-10-20,3521
Mali,MLI,2021-10-21,1779
Mali,MLI,2021-10-22,38
Mali,MLI,2021-10-23,38
Mali,MLI,2021-10-24,38
Mali,MLI,2021-10-25,38
Mali,MLI,2021-10-26,38
Mali,MLI,2021-10-27,38
Mali,MLI,2021-10-28,299
Mali,MLI,2021-10-29,561
Mali,MLI,2021-10-30,822
Mali,MLI,2021-10-31,1084
Mali,MLI,2021-11-01,1345
Mali,MLI,2021-11-02,1607
Mali,MLI,2021-11-03,1838
Mali,MLI,2021-11-04,1808
Mali,MLI,2021-11-05,1778
Mali,MLI,2021-11-06,1748
Mali,MLI,2021-11-07,1718
Mali,MLI,2021-11-08,1687
Mali,MLI,2021-11-09,1657
Mali,MLI,2021-11-10,1657
Mali,MLI,2021-11-11,1657
Mali,MLI,2021-11-12,1657
Mali,MLI,2021-11-13,1657
Mali,MLI,2021-11-14,1657
Mali,MLI,2021-11-15,1657
Mali,MLI,2021-11-16,1657
Mali,MLI,2021-11-17,1657
Mali,MLI,2021-11-18,1657
Mali,MLI,2021-11-19,1657
Mali,MLI,2021-11-20,1657
Mali,MLI,2021-11-21,1657
Mali,MLI,2021-11-22,6508
Mali,MLI,2021-11-23,11359
Mali,MLI,2021-11-24,16209
Mali,MLI,2021-11-25,19983
Mali,MLI,2021-11-26,23758
Mali,MLI,2021-11-27,27532
Mali,MLI,2021-11-28,31306
Mali,MLI,2021-11-29,28111
Mali,MLI,2021-11-30,24916
Mali,MLI,2021-12-01,21722
Mali,MLI,2021-12-02,19603
Mali,MLI,2021-12-03,17485
Mali,MLI,2021-12-04,15366
Mali,MLI,2021-12-05,13248
Mali,MLI,2021-12-06,12506
Mali,MLI,2021-12-07,11764
Mali,MLI,2021-12-08,11023
Mali,MLI,2021-12-09,9595
Mali,MLI,2021-12-10,8167
Mali,MLI,2021-12-11,6739
Mali,MLI,2021-12-12,5311
Mali,MLI,2021-12-13,4625
Mali,MLI,2021-12-14,3938
Mali,MLI,2021-12-15,3252
Mali,MLI,2021-12-16,3252
Mali,MLI,2021-12-17,3382
Mali,MLI,2021-12-18,3513
Mali,MLI,2021-12-19,3643
Mali,MLI,2021-12-20,3773
Mali,MLI,2021-12-21,4672
Mali,MLI,2021-12-22,5570
Mali,MLI,2021-12-23,6469
Mali,MLI,2021-12-24,6514
Mali,MLI,2021-12-25,6558
Mali,MLI,2021-12-26,6603
Mali,MLI,2021-12-27,6648
Mali,MLI,2021-12-28,5924
Mali,MLI,2021-12-29,5411
Mali,MLI,2021-12-30,4897
Mali,MLI,2021-12-31,5107
Mali,MLI,2022-01-01,5318
Mali,MLI,2022-01-02,5528
Malta,MLT,2021-01-18,1297
Malta,MLT,2021-01-19,1286
Malta,MLT,2021-01-20,1204
Malta,MLT,2021-01-21,1206
Malta,MLT,2021-01-22,1212
Malta,MLT,2021-01-23,1195
Malta,MLT,2021-01-24,1182
Malta,MLT,2021-01-25,1167
Malta,MLT,2021-01-26,1156
Malta,MLT,2021-01-27,1171
Malta,MLT,2021-01-28,1164
Malta,MLT,2021-01-29,1151
Malta,MLT,2021-01-30,1139
Malta,MLT,2021-01-31,1111
Malta,MLT,2021-02-01,1119
Malta,MLT,2021-02-02,1126
Malta,MLT,2021-02-03,1160
Malta,MLT,2021-02-04,1257
Malta,MLT,2021-02-05,1408
Malta,MLT,2021-02-06,1534
Malta,MLT,2021-02-07,1643
Malta,MLT,2021-02-08,1755
Malta,MLT,2021-02-09,1869
Malta,MLT,2021-02-10,1852
Malta,MLT,2021-02-11,1838
Malta,MLT,2021-02-12,1828
Malta,MLT,2021-02-13,1798
Malta,MLT,2021-02-14,1769
Malta,MLT,2021-02-15,1766
Malta,MLT,2021-02-16,1767
Malta,MLT,2021-02-17,1869
Malta,MLT,2021-02-18,1908
Malta,MLT,2021-02-19,1941
Malta,MLT,2021-02-20,1876
Malta,MLT,2021-02-21,1825
Malta,MLT,2021-02-22,1812
Malta,MLT,2021-02-23,1867
Malta,MLT,2021-02-24,1983
Malta,MLT,2021-02-25,1992
Malta,MLT,2021-02-26,2014
Malta,MLT,2021-02-27,2094
Malta,MLT,2021-02-28,2172
Malta,MLT,2021-03-01,2221
Malta,MLT,2021-03-02,2193
Malta,MLT,2021-03-03,2185
Malta,MLT,2021-03-04,2329
Malta,MLT,2021-03-05,2378
Malta,MLT,2021-03-06,2562
Malta,MLT,2021-03-07,2606
Malta,MLT,2021-03-08,2842
Malta,MLT,2021-03-09,3041
Malta,MLT,2021-03-10,3160
Malta,MLT,2021-03-11,3330
Malta,MLT,2021-03-12,3474
Malta,MLT,2021-03-13,3453
Malta,MLT,2021-03-14,3500
Malta,MLT,2021-03-15,3500
Malta,MLT,2021-03-16,3635
Malta,MLT,2021-03-17,3557
Malta,MLT,2021-03-18,3572
Malta,MLT,2021-03-19,3316
Malta,MLT,2021-03-20,3299
Malta,MLT,2021-03-21,3367
Malta,MLT,2021-03-22,3517
Malta,MLT,2021-03-23,3545
Malta,MLT,2021-03-24,3770
Malta,MLT,2021-03-25,3977
Malta,MLT,2021-03-26,4506
Malta,MLT,2021-03-27,4778
Malta,MLT,2021-03-28,4950
Malta,MLT,2021-03-29,5031
Malta,MLT,2021-03-30,5148
Malta,MLT,2021-03-31,5303
Malta,MLT,2021-04-01,5350
Malta,MLT,2021-04-02,5313
Malta,MLT,2021-04-03,5122
Malta,MLT,2021-04-04,5016
Malta,MLT,2021-04-05,4721
Malta,MLT,2021-04-06,4472
Malta,MLT,2021-04-07,4318
Malta,MLT,2021-04-08,4112
Malta,MLT,2021-04-09,4106
Malta,MLT,2021-04-10,4074
Malta,MLT,2021-04-11,4145
Malta,MLT,2021-04-12,4320
Malta,MLT,2021-04-13,4552
Malta,MLT,2021-04-14,4524
Malta,MLT,2021-04-15,4618
Malta,MLT,2021-04-16,4565
Malta,MLT,2021-04-17,4808
Malta,MLT,2021-04-18,4543
Malta,MLT,2021-04-19,4777
Malta,MLT,2021-04-20,4845
Malta,MLT,2021-04-21,5188
Malta,MLT,2021-04-22,5277
Malta,MLT,2021-04-23,5410
Malta,MLT,2021-04-24,5274
Malta,MLT,2021-04-25,5252
Malta,MLT,2021-04-26,5124
Malta,MLT,2021-04-27,4932
Malta,MLT,2021-04-28,4478
Malta,MLT,2021-04-29,4263
Malta,MLT,2021-04-30,4030
Malta,MLT,2021-05-01,4024
Malta,MLT,2021-05-02,4090
Malta,MLT,2021-05-03,4035
Malta,MLT,2021-05-04,4157
Malta,MLT,2021-05-05,4642
Malta,MLT,2021-05-06,4923
Malta,MLT,2021-05-07,5253
Malta,MLT,2021-05-08,5180
Malta,MLT,2021-05-09,5435
Malta,MLT,2021-05-10,5687
Malta,MLT,2021-05-11,5787
Malta,MLT,2021-05-12,5813
Malta,MLT,2021-05-13,5860
Malta,MLT,2021-05-14,6002
Malta,MLT,2021-05-15,6404
Malta,MLT,2021-05-16,6339
Malta,MLT,2021-05-17,6250
Malta,MLT,2021-05-18,6389
Malta,MLT,2021-05-19,6530
Malta,MLT,2021-05-20,6684
Malta,MLT,2021-05-21,6655
Malta,MLT,2021-05-22,6859
Malta,MLT,2021-05-23,7164
Malta,MLT,2021-05-24,7438
Malta,MLT,2021-05-25,7553
Malta,MLT,2021-05-26,7557
Malta,MLT,2021-05-27,7341
Malta,MLT,2021-05-28,6871
Malta,MLT,2021-05-29,6198
Malta,MLT,2021-05-30,5884
Malta,MLT,2021-05-31,5345
Malta,MLT,2021-06-01,5438
Malta,MLT,2021-06-02,5130
Malta,MLT,2021-06-03,5154
Malta,MLT,2021-06-04,5332
Malta,MLT,2021-06-05,5611
Malta,MLT,2021-06-06,5450
Malta,MLT,2021-06-07,5475
Malta,MLT,2021-06-08,5161
Malta,MLT,2021-06-09,5125
Malta,MLT,2021-06-10,5011
Malta,MLT,2021-06-11,5081
Malta,MLT,2021-06-12,5095
Malta,MLT,2021-06-13,5099
Malta,MLT,2021-06-14,5393
Malta,MLT,2021-06-15,5616
Malta,MLT,2021-06-16,5622
Malta,MLT,2021-06-17,5692
Malta,MLT,2021-06-18,5638
Malta,MLT,2021-06-19,5526
Malta,MLT,2021-06-20,5604
Malta,MLT,2021-06-21,5053
Malta,MLT,2021-06-22,4575
Malta,MLT,2021-06-23,4409
Malta,MLT,2021-06-24,4364
Malta,MLT,2021-06-25,4105
Malta,MLT,2021-06-26,3880
Malta,MLT,2021-06-27,3702
Malta,MLT,2021-06-28,4006
Malta,MLT,2021-06-29,4114
Malta,MLT,2021-06-30,4290
Malta,MLT,2021-07-01,4052
Malta,MLT,2021-07-02,4161
Malta,MLT,2021-07-03,4247
Malta,MLT,2021-07-04,4339
Malta,MLT,2021-07-05,4348
Malta,MLT,2021-07-06,3960
Malta,MLT,2021-07-07,3728
Malta,MLT,2021-07-08,3595
Malta,MLT,2021-07-09,3484
Malta,MLT,2021-07-10,3303
Malta,MLT,2021-07-11,3119
Malta,MLT,2021-07-12,2744
Malta,MLT,2021-07-13,2770
Malta,MLT,2021-07-14,2656
Malta,MLT,2021-07-15,2605
Malta,MLT,2021-07-16,2498
Malta,MLT,2021-07-17,2492
Malta,MLT,2021-07-18,2498
Malta,MLT,2021-07-19,2711
Malta,MLT,2021-07-20,2644
Malta,MLT,2021-07-21,2613
Malta,MLT,2021-07-22,2616
Malta,MLT,2021-07-23,2992
Malta,MLT,2021-07-24,2916
Malta,MLT,2021-07-25,2883
Malta,MLT,2021-07-26,2682
Malta,MLT,2021-07-27,2880
Malta,MLT,2021-07-28,2544
Malta,MLT,2021-07-29,2704
Malta,MLT,2021-07-30,2270
Malta,MLT,2021-07-31,2301
Malta,MLT,2021-08-01,2271
Malta,MLT,2021-08-02,2278
Malta,MLT,2021-08-03,2111
Malta,MLT,2021-08-04,2326
Malta,MLT,2021-08-05,2120
Malta,MLT,2021-08-06,2139
Malta,MLT,2021-08-07,2062
Malta,MLT,2021-08-08,2070
Malta,MLT,2021-08-09,2050
Malta,MLT,2021-08-10,1931
Malta,MLT,2021-08-11,1848
Malta,MLT,2021-08-12,1729
Malta,MLT,2021-08-13,1537
Malta,MLT,2021-08-14,1482
Malta,MLT,2021-08-15,1403
Malta,MLT,2021-08-16,1262
Malta,MLT,2021-08-17,1180
Malta,MLT,2021-08-18,1075
Malta,MLT,2021-08-19,991
Malta,MLT,2021-08-20,979
Malta,MLT,2021-08-21,945
Malta,MLT,2021-08-22,938
Malta,MLT,2021-08-23,880
Malta,MLT,2021-08-24,832
Malta,MLT,2021-08-25,796
Malta,MLT,2021-08-26,713
Malta,MLT,2021-08-27,622
Malta,MLT,2021-08-28,618
Malta,MLT,2021-08-29,622
Malta,MLT,2021-08-30,594
Malta,MLT,2021-08-31,572
Malta,MLT,2021-09-01,528
Malta,MLT,2021-09-02,505
Malta,MLT,2021-09-03,510
Malta,MLT,2021-09-04,512
Malta,MLT,2021-09-05,509
Malta,MLT,2021-09-06,606
Malta,MLT,2021-09-07,718
Malta,MLT,2021-09-08,748
Malta,MLT,2021-09-09,844
Malta,MLT,2021-09-10,869
Malta,MLT,2021-09-11,899
Malta,MLT,2021-09-12,895
Malta,MLT,2021-09-13,879
Malta,MLT,2021-09-14,826
Malta,MLT,2021-09-15,881
Malta,MLT,2021-09-16,879
Malta,MLT,2021-09-17,906
Malta,MLT,2021-09-18,895
Malta,MLT,2021-09-19,896
Malta,MLT,2021-09-20,872
Malta,MLT,2021-09-21,756
Malta,MLT,2021-09-22,728
Malta,MLT,2021-09-23,690
Malta,MLT,2021-09-24,708
Malta,MLT,2021-09-25,718
Malta,MLT,2021-09-26,716
Malta,MLT,2021-09-27,824
Malta,MLT,2021-09-28,1040
Malta,MLT,2021-09-29,1162
Malta,MLT,2021-09-30,1292
Malta,MLT,2021-10-01,1381
Malta,MLT,2021-10-02,1554
Malta,MLT,2021-10-03,1806
Malta,MLT,2021-10-04,1802
Malta,MLT,2021-10-05,1802
Malta,MLT,2021-10-06,1802
Malta,MLT,2021-10-07,1802
Malta,MLT,2021-10-08,1802
Malta,MLT,2021-10-09,1719
Malta,MLT,2021-10-10,1610
Malta,MLT,2021-10-11,1633
Malta,MLT,2021-10-12,1673
Malta,MLT,2021-10-13,1694
Malta,MLT,2021-10-14,1690
Malta,MLT,2021-10-15,1731
Malta,MLT,2021-10-16,1800
Malta,MLT,2021-10-17,1858
Malta,MLT,2021-10-18,1953
Malta,MLT,2021-10-19,2019
Malta,MLT,2021-10-20,2034
Malta,MLT,2021-10-21,2105
Malta,MLT,2021-10-22,2126
Malta,MLT,2021-10-23,2104
Malta,MLT,2021-10-24,2020
Malta,MLT,2021-10-25,1915
Malta,MLT,2021-10-26,1819
Malta,MLT,2021-10-27,1850
Malta,MLT,2021-10-28,1811
Malta,MLT,2021-10-29,1696
Malta,MLT,2021-10-30,1680
Malta,MLT,2021-10-31,1727
Malta,MLT,2021-11-01,1733
Malta,MLT,2021-11-02,1640
Malta,MLT,2021-11-03,1499
Malta,MLT,2021-11-04,1403
Malta,MLT,2021-11-05,1353
Malta,MLT,2021-11-06,1374
Malta,MLT,2021-11-07,1282
Malta,MLT,2021-11-08,1486
Malta,MLT,2021-11-09,1753
Malta,MLT,2021-11-10,1986
Malta,MLT,2021-11-11,2222
Malta,MLT,2021-11-12,2372
Malta,MLT,2021-11-13,2588
Malta,MLT,2021-11-14,2830
Malta,MLT,2021-11-15,2768
Malta,MLT,2021-11-16,2803
Malta,MLT,2021-11-17,2866
Malta,MLT,2021-11-18,2844
Malta,MLT,2021-11-19,2961
Malta,MLT,2021-11-20,2953
Malta,MLT,2021-11-21,3110
Malta,MLT,2021-11-22,3167
Malta,MLT,2021-11-23,3121
Malta,MLT,2021-11-24,3060
Malta,MLT,2021-11-25,3083
Malta,MLT,2021-11-26,3113
Malta,MLT,2021-11-27,3173
Malta,MLT,2021-11-28,3193
Malta,MLT,2021-11-29,3221
Malta,MLT,2021-11-30,3299
Malta,MLT,2021-12-01,3278
Malta,MLT,2021-12-02,3296
Malta,MLT,2021-12-03,3195
Malta,MLT,2021-12-04,3157
Malta,MLT,2021-12-05,3116
Malta,MLT,2021-12-06,3042
Malta,MLT,2021-12-07,2696
Malta,MLT,2021-12-08,2719
Malta,MLT,2021-12-09,2728
Malta,MLT,2021-12-10,2838
